"target_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","target_id.1","ens_gene","ext_gene","significant"
"ENSMUST00000197502.5",6.48994740029743,1.57675957470555,6.59500092926736,0.00010431573353635,0.00433662066780668,-0.278026448290554,"ENSMUST00000197502.5","ENSMUSG00000027751","Supt20","Higher in 4x"
"ENSMUST00000063814.15",4.82647638360902,2.20056437799462,5.13420688568957,0.000634868898768222,0.0120395347178742,-0.294828977216635,"ENSMUST00000063814.15","ENSMUSG00000052102","Gnpda1","Higher in 4x"
"ENSMUST00000026416.15",7.24007663412419,0.563356273112618,7.375009260368,4.43286513686964e-05,0.00270639193799285,-0.304655173051658,"ENSMUST00000026416.15","ENSMUSG00000025358","Cdk2","Higher in 4x"
"ENSMUST00000282487.1",-3.88253543028014,0.882134100186948,-5.14439772839962,0.000626288513570803,0.0119376622563672,-0.305134314188404,"ENSMUST00000282487.1",NA,NA,"Higher in WT"
"ENSMUST00000197276.2",5.26925196586318,-0.485873355205794,7.17410543552157,5.49003170178081e-05,0.00300849586595743,-0.323296071794836,"ENSMUST00000197276.2","ENSMUSG00000020190","Mknk2","Higher in 4x"
"ENSMUST00000179725.3",-3.57989011953388,0.862284375330289,-5.16345576866927,0.000610576534313497,0.0117611009073681,-0.324382584513007,"ENSMUST00000179725.3","ENSMUSG00000095101","Gm13285","Higher in WT"
"ENSMUST00000084586.9",6.76662549082261,0.737527808447406,7.33002067923837,4.64858634725768e-05,0.00276347297304749,-0.327655225705771,"ENSMUST00000084586.9","ENSMUSG00000059772","Slx1b","Higher in 4x"
"ENSMUST00000145403.3",5.64127174759737,-0.802812002713657,7.1738129942972,5.49175884804065e-05,0.00300849586595743,-0.329386048104713,"ENSMUST00000145403.3","ENSMUSG00000030036","Mogs","Higher in 4x"
"ENSMUST00000193892.6",6.32900571912299,-0.59376366477613,7.23589278497613,5.13811673842512e-05,0.00288346771472977,-0.332656392215065,"ENSMUST00000193892.6","ENSMUSG00000058729","Lin9","Higher in 4x"
"ENSMUST00000133736.2",5.98321729712665,-0.65723275081103,7.17435323918981,5.48856864876873e-05,0.00300849586595743,-0.334678989625859,"ENSMUST00000133736.2","ENSMUSG00000022634","Yaf2","Higher in 4x"
"ENSMUST00000219215.2",5.43555879732284,1.06879498235328,6.43199382105342,0.000125868215359692,0.00479219052025325,-0.337921672509824,"ENSMUST00000219215.2","ENSMUSG00000025353","Ormdl2","Higher in 4x"
"ENSMUST00000212686.2",-3.67335210845066,4.15452595983734,-4.89479981026803,0.000877768341695372,0.0143973897770001,-0.34447739892948,"ENSMUST00000212686.2","ENSMUSG00000031897","Psmb10","Higher in WT"
"ENSMUST00000215743.2",4.02913382437373,1.23190074622941,5.33645264266217,0.000485963125418059,0.0103699720604604,-0.352420546953716,"ENSMUST00000215743.2","ENSMUSG00000032254","Kif23","Higher in 4x"
"ENSMUST00000155908.8",3.44306434780678,2.23104502946804,4.84046817325665,0.000945824737531035,0.014935182804729,-0.354006922163602,"ENSMUST00000155908.8","ENSMUSG00000041890","Git2","Higher in 4x"
"ENSMUST00000115211.8",5.32299701889211,1.69062145994957,5.41374039953381,0.000439446589431196,0.00982235002909355,-0.35538411394615,"ENSMUST00000115211.8","ENSMUSG00000058440","Nrf1","Higher in 4x"
"ENSMUST00000123715.8",-5.64192700930843,1.54349909925034,-4.96249696066297,0.000800260212451096,0.0137174179261396,-0.360690357368757,"ENSMUST00000123715.8","ENSMUSG00000024457","Trim26","Higher in WT"
"ENSMUST00000105920.8",-6.7332448482794,-1.16579552049185,-7.31208415761074,4.73777826906109e-05,0.00278041823433684,-0.368657165436461,"ENSMUST00000105920.8","ENSMUSG00000045752","Tssc4","Higher in WT"
"ENSMUST00000156642.8",3.18883599951819,1.7680859402481,4.8771451809099,0.000899285570157025,0.0145413812293926,-0.373979783328831,"ENSMUST00000156642.8","ENSMUSG00000007850","Hnrnph1","Higher in 4x"
"ENSMUST00000210833.2",6.58336586782037,-0.00130448542461307,7.02541568914036,6.45005063418002e-05,0.0032664382945131,-0.38604937797838,"ENSMUST00000210833.2","ENSMUSG00000041836","Ptpre","Higher in 4x"
"ENSMUST00000059226.7",-5.46547310848986,2.53929319967001,-5.19694377333509,0.000583990197846862,0.0114547616954951,-0.413930972135566,"ENSMUST00000059226.7","ENSMUSG00000054203","Ifi205","Higher in WT"
"ENSMUST00000155954.3",5.55796083218902,-0.806846155651656,6.91603235362732,7.27343239043762e-05,0.00346952049937196,-0.415075836050777,"ENSMUST00000155954.3","ENSMUSG00000050538","B230217C12Rik","Higher in 4x"
"ENSMUST00000148005.8",3.23434891516627,1.26647608587491,4.92880025454227,0.000837875492512996,0.0140617200946915,-0.437165515685453,"ENSMUST00000148005.8","ENSMUSG00000049723","Mmp12","Higher in 4x"
"ENSMUST00000175764.9",6.24495656936473,-0.637043739390654,6.90771599972146,7.34058344987337e-05,0.00349259703861175,-0.448739888431887,"ENSMUST00000175764.9","ENSMUSG00000046138","9930021J03Rik","Higher in 4x"
"ENSMUST00000162848.2",4.54968538283226,0.815230265106844,5.75327951933715,0.00028522963997508,0.00767356414645901,-0.452111327506477,"ENSMUST00000162848.2","ENSMUSG00000033105","Lss","Higher in 4x"
"ENSMUST00000111959.2",7.12931623719113,0.0623785156742562,6.87382652380994,7.62132483200533e-05,0.00357587179097632,-0.465709000643604,"ENSMUST00000111959.2","ENSMUSG00000029364","Wsb2","Higher in 4x"
"ENSMUST00000156036.8",4.46486315683865,3.06351762081787,4.74560493225738,0.00107865225218753,0.0158504795999769,-0.47564080079574,"ENSMUST00000156036.8","ENSMUSG00000006494","Pdk1","Higher in 4x"
"ENSMUST00000106607.2",-3.22722734577062,3.26198303850577,-4.7468142945999,0.00107683784489996,0.0158454895229286,-0.497647895355008,"ENSMUST00000106607.2","ENSMUSG00000030663","1110004F10Rik","Higher in WT"
"ENSMUST00000177013.8",5.68870869686028,-0.930293357573465,6.7707851193693,8.54958976843743e-05,0.00385114511518464,-0.506653808545229,"ENSMUST00000177013.8","ENSMUSG00000061689","Dlgap4","Higher in 4x"
"ENSMUST00000107798.4",6.03138487080153,-0.440117084614075,6.65646573587701,9.72648886203792e-05,0.00417264530177363,-0.508630807633333,"ENSMUST00000107798.4","ENSMUSG00000035572","Dcaf10","Higher in 4x"
"ENSMUST00000049281.12",-3.35269972578329,2.03068054856699,-4.69806231655283,0.00115265038886055,0.0164442726297295,-0.517463056068936,"ENSMUST00000049281.12","ENSMUSG00000034300","Fam53c","Higher in WT"
"ENSMUST00000130412.8",6.91106614708671,-0.149499955800692,6.71703501237428,9.08231573077452e-05,0.00399134680820261,-0.519914050306442,"ENSMUST00000130412.8","ENSMUSG00000031634","Ufsp2","Higher in 4x"
"ENSMUST00000163812.9",6.79923509459597,1.77295919018018,5.90327966501241,0.000236828047352106,0.00685199156907451,-0.52465647708244,"ENSMUST00000163812.9","ENSMUSG00000038943","Prc1","Higher in 4x"
"ENSMUST00000145029.2",5.62075287691109,-1.10431611350823,6.77106590386729,8.54689817381637e-05,0.00385114511518464,-0.544899442091834,"ENSMUST00000145029.2","ENSMUSG00000032897","Nfyc","Higher in 4x"
"ENSMUST00000175837.2",6.42567123119201,0.521502864800051,6.6782828874761,9.48887821674877e-05,0.00411704477230678,-0.54616947923556,"ENSMUST00000175837.2","ENSMUSG00000021000","Mia2","Higher in 4x"
"ENSMUST00000274406.1",-3.66618269065067,1.38127310794627,-4.75525889779161,0.00106425949211349,0.0157321823293868,-0.558301518265943,"ENSMUST00000274406.1",NA,NA,"Higher in WT"
"ENSMUST00000174236.8",3.89864993134189,2.28622477122528,4.69573129408235,0.00115641612564699,0.0164538335705344,-0.562800481703025,"ENSMUST00000174236.8","ENSMUSG00000038843","Gcnt1","Higher in 4x"
"ENSMUST00000070774.14",6.10465548703289,-0.554597601328687,6.55905548737904,0.000108696572627616,0.00443887986174277,-0.562885029117544,"ENSMUST00000070774.14","ENSMUSG00000038766","Gabpb2","Higher in 4x"
"ENSMUST00000203431.2",6.45493178766546,-0.18861443866958,6.55752338627466,0.000108887708756232,0.00443887986174277,-0.563380366389566,"ENSMUST00000203431.2","ENSMUSG00000055239","Kcmf1","Higher in 4x"
"ENSMUST00000137591.2",3.50403600494749,2.1449022518669,4.69288334114226,0.00116103490618204,0.0164943206392957,-0.566131577743011,"ENSMUST00000137591.2","ENSMUSG00000028811","Yars","Higher in 4x"
"ENSMUST00000109389.9",6.27752086803441,-0.288454264647112,6.53361461609868,0.00011191847416588,0.00450665656741332,-0.566490130992383,"ENSMUST00000109389.9","ENSMUSG00000020289","Nprl3","Higher in 4x"
"ENSMUST00000211136.2",7.43793491993426,0.812615942641348,6.69326988214407,9.32933263019398e-05,0.00408053773063692,-0.567896175080415,"ENSMUST00000211136.2","ENSMUSG00000031666","Rbl2","Higher in 4x"
"ENSMUST00000006037.13",5.56294766138325,-0.545767858683842,6.45105993107038,0.000123112709414531,0.00474187844636278,-0.573797497045317,"ENSMUST00000006037.13","ENSMUSG00000005886","Ncoa2","Higher in 4x"
"ENSMUST00000294843.1",-4.38388903070146,2.34847319411744,-4.64106034295668,0.00124863559351035,0.0171685086946562,-0.575861319102311,"ENSMUST00000294843.1",NA,NA,"Higher in WT"
"ENSMUST00000177429.2",8.01795632821383,1.02309136463846,6.68992480808291,9.36468715100551e-05,0.00408957646511106,-0.583357890885685,"ENSMUST00000177429.2","ENSMUSG00000034120","Srsf2","Higher in 4x"
"ENSMUST00000232591.2",5.27555826338061,-0.785575448401488,6.43328532585945,0.000125679452627736,0.00479219052025325,-0.583476438348747,"ENSMUST00000232591.2","ENSMUSG00000092074","Dynlt1a","Higher in 4x"
"ENSMUST00000134361.8",3.1892001525166,1.29773505976333,4.82639625156324,0.000964363129012658,0.0150354702916321,-0.583861014913847,"ENSMUST00000134361.8","ENSMUSG00000035439","Haus8","Higher in 4x"
"ENSMUST00000130801.8",6.56819579192266,-0.725893489747667,6.65069551958457,9.79041403082317e-05,0.00417264530177363,-0.58762638435056,"ENSMUST00000130801.8","ENSMUSG00000024457","Trim26","Higher in 4x"
"ENSMUST00000042167.10",7.08040827497821,-0.150097025596436,6.55628650917916,0.000109042282195095,0.00443887986174277,-0.589666249268237,"ENSMUST00000042167.10","ENSMUSG00000039007","Cpq","Higher in 4x"
"ENSMUST00000041160.13",7.11854739313644,0.143001942158031,6.55908873639164,0.000108692428735786,0.00443887986174277,-0.589713838719867,"ENSMUST00000041160.13","ENSMUSG00000038607","Gng10","Higher in 4x"
"ENSMUST00000221227.2",-3.60342380851871,3.02777658958942,-4.64297563051331,0.00124527468245388,0.0171422509358016,-0.595860819058448,"ENSMUST00000221227.2","ENSMUSG00000113902","Ndufb1","Higher in WT"
"ENSMUST00000141881.2",-4.89929911673197,3.72962323157166,-4.65619321263624,0.00122234386293189,0.0169763897380018,-0.609119794273206,"ENSMUST00000141881.2","ENSMUSG00000057113","Npm1","Higher in WT"
"ENSMUST00000102915.10",8.02211907169852,1.03951374775677,6.60623895700079,0.000102985961854806,0.0043102347387309,-0.61702398988189,"ENSMUST00000102915.10","ENSMUSG00000028312","Smc2","Higher in 4x"
"ENSMUST00000040273.14",6.01042510893619,-0.767538534796311,6.48065529212216,0.000118965008221356,0.00465929585357051,-0.618326252986152,"ENSMUST00000040273.14","ENSMUSG00000012609","Ttll5","Higher in 4x"
"ENSMUST00000152212.2",6.11510316579947,-0.564520440651672,6.41810966951351,0.0001279171401189,0.00482210033678206,-0.626218256750589,"ENSMUST00000152212.2","ENSMUSG00000025485","Ric8a","Higher in 4x"
"ENSMUST00000069180.8",5.50323568696582,-1.1799845675321,6.57348516371041,0.000106914277219392,0.00439068378863347,-0.629421070502993,"ENSMUST00000069180.8","ENSMUSG00000055538","Zcchc24","Higher in 4x"
"ENSMUST00000113001.9",6.28218021565523,-0.64967337847289,6.4557153380955,0.000122449937893388,0.00473104344672822,-0.629845937178586,"ENSMUST00000113001.9","ENSMUSG00000035778","Ggta1","Higher in 4x"
"ENSMUST00000229276.2",3.85464656756494,1.94659394008669,4.77438728157161,0.00103634794721671,0.0155644726708869,-0.633790622898488,"ENSMUST00000229276.2","ENSMUSG00000006378","Gcat","Higher in 4x"
"ENSMUST00000052236.13",4.58279439488748,0.876450515354546,5.47160973802614,0.000407779409814051,0.00937860187551054,-0.634070294955162,"ENSMUST00000052236.13","ENSMUSG00000048232","Fbxo10","Higher in 4x"
"ENSMUST00000142496.8",5.64807587283365,-0.809542300240492,6.37076821674235,0.000135181732185259,0.00500117804657587,-0.640595598232609,"ENSMUST00000142496.8","ENSMUSG00000024948","Map4k2","Higher in 4x"
"ENSMUST00000137741.2",6.01684889685078,1.4845168825825,6.07932844950756,0.000191115059373309,0.00611420293559992,-0.649160574758139,"ENSMUST00000137741.2","ENSMUSG00000039515","Ptpa","Higher in 4x"
"ENSMUST00000168914.2",5.00158822742478,0.188632690231393,6.29833074021747,0.000147183337448122,0.00524474088719158,-0.650877089636031,"ENSMUST00000168914.2","ENSMUSG00000019214","Chtf18","Higher in 4x"
"ENSMUST00000065796.10",-5.78896045023747,2.44354283769087,-4.59947851401996,0.00132405554839889,0.0176573959818199,-0.655759308173244,"ENSMUST00000065796.10","ENSMUSG00000024789","Jak2","Higher in WT"
"ENSMUST00000127760.8",8.08323137537254,0.821706300250621,6.49358195471617,0.000117201447448906,0.00460936109934047,-0.655981538688323,"ENSMUST00000127760.8","ENSMUSG00000008333","Snrpb2","Higher in 4x"
"ENSMUST00000154436.8",6.11345666093785,-0.537085392860148,6.31122634135196,0.000144964436936727,0.00520764134915752,-0.667662073871962,"ENSMUST00000154436.8","ENSMUSG00000025995","Wdr75","Higher in 4x"
"ENSMUST00000171588.2",5.6626409121716,0.0944385450152025,6.32886985823766,0.000141987466676175,0.00515188665260809,-0.668066103843471,"ENSMUST00000171588.2","ENSMUSG00000054263","Lifr","Higher in 4x"
"ENSMUST00000030183.10",6.10980762024076,-0.457704728847108,6.21330585786915,0.000162773529811667,0.00561289594411741,-0.704736900056518,"ENSMUST00000030183.10","ENSMUSG00000028463","Car9","Higher in 4x"
"ENSMUST00000133115.8",9.83024370923808,2.07029133802412,6.50632796143439,0.000115490440753138,0.00459138779182142,-0.706487066665403,"ENSMUST00000133115.8","ENSMUSG00000006728","Cdk4","Higher in 4x"
"ENSMUST00000044332.16",4.34556087751655,2.08178095174024,4.76408239400023,0.00105128536617321,0.0156714084385898,-0.706854770696637,"ENSMUST00000044332.16","ENSMUSG00000035891","Cerk","Higher in 4x"
"ENSMUST00000140257.2",6.27232069051168,-0.589729406750528,6.24369531138853,0.000157003754662943,0.00546708007132964,-0.713012373952878,"ENSMUST00000140257.2","ENSMUSG00000039108","Lsm14b","Higher in 4x"
"ENSMUST00000182026.2",5.00157052020954,-0.126874852208023,6.1838201754548,0.000168593222584554,0.00572669360982107,-0.717066152908554,"ENSMUST00000182026.2","ENSMUSG00000032580","Rbm5","Higher in 4x"
"ENSMUST00000106787.8",3.21434091228663,5.93276933537456,4.7887353184892,0.00101592876806003,0.0154079207756437,-0.720653022618226,"ENSMUST00000106787.8","ENSMUSG00000002233","Rhoc","Higher in 4x"
"ENSMUST00000141251.2",5.07152747375523,-0.0990809705978304,6.11749920973594,0.000182529019045461,0.00597830740459901,-0.729585646260758,"ENSMUST00000141251.2","ENSMUSG00000004268","Emg1","Higher in 4x"
"ENSMUST00000163884.8",5.84937735453393,-0.739252442167163,6.2037933439212,0.000164626765327123,0.00563502121207568,-0.730914978793454,"ENSMUST00000163884.8","ENSMUSG00000002845","Tmem39a","Higher in 4x"
"ENSMUST00000238672.2",5.24948416874933,-0.766491668669786,6.08386907894623,0.0001900710243836,0.00610178826940518,-0.735319823318164,"ENSMUST00000238672.2","ENSMUSG00000024663","Rab3il1","Higher in 4x"
"ENSMUST00000207843.2",5.76402429995973,-0.756564717857871,6.15334784044226,0.000174846755869659,0.00584503436266162,-0.739137794149317,"ENSMUST00000207843.2","ENSMUSG00000079610","Ankrd39","Higher in 4x"
"ENSMUST00000249923.1",7.53868602954858,1.43210929558564,6.32812248236982,0.000142112209316455,0.00515188665260809,-0.740322140824895,"ENSMUST00000249923.1",NA,NA,"Higher in 4x"
"ENSMUST00000198626.2",5.90789742409744,-0.292422538606931,6.09766030973599,0.000186937876521738,0.00605343565861122,-0.740449430608081,"ENSMUST00000198626.2","ENSMUSG00000074238","Ap1ar","Higher in 4x"
"ENSMUST00000229492.2",6.12877256336487,0.588517053508035,6.20431108394479,0.000164525309288383,0.00563502121207568,-0.743039543787387,"ENSMUST00000229492.2","ENSMUSG00000022436","Sh3bp1","Higher in 4x"
"ENSMUST00000215016.2",5.89780077701596,-0.725493447337764,6.1588813166566,0.000173692653163889,0.00583574854013435,-0.743160472692184,"ENSMUST00000215016.2","ENSMUSG00000052336","Cx3cr1","Higher in 4x"
"ENSMUST00000180369.3",7.23754297670067,0.170860693547889,6.18886316046072,0.000167582006697028,0.0056994732387352,-0.750693182166268,"ENSMUST00000180369.3",NA,NA,"Higher in 4x"
"ENSMUST00020183325.1",5.76869415053321,-0.731953205169629,6.11653030202308,0.000182741691680259,0.00598000890268021,-0.754962669336223,"ENSMUST00020183325.1","ENSMUSG00002076083","Klhl17","Higher in 4x"
"ENSMUST00000116595.3",6.69329014972505,-0.108037800900576,6.12184083302067,0.000181579349144407,0.00596265707282287,-0.761445582002749,"ENSMUST00000116595.3","ENSMUSG00000036309","Skp1","Higher in 4x"
"ENSMUST00000126255.2",-4.32051500916853,0.395426716929824,-4.82585944663499,0.000965078017365863,0.0150354702916321,-0.761757870703624,"ENSMUST00000126255.2","ENSMUSG00000040174","Alkbh3","Higher in WT"
"ENSMUST00000140213.2",5.52764819065385,1.89927029413984,4.98846044388654,0.000772519777160188,0.0134817745538457,-0.761886774234732,"ENSMUST00000140213.2","ENSMUSG00000017760","Ctsa","Higher in 4x"
"ENSMUST00000123380.2",5.05784906157956,-0.414881478433057,6.15830369666685,0.00017381273703416,0.00583574854013435,-0.763146544404194,"ENSMUST00000123380.2","ENSMUSG00000033294","Noc4l","Higher in 4x"
"ENSMUST00000112467.2",-4.27139453859165,2.8276827619204,-4.8812331648956,0.000894253131487816,0.0144788843617351,-0.771923033635844,"ENSMUST00000112467.2","ENSMUSG00000079339","Ifit1bl1","Higher in WT"
"ENSMUST00000137811.8",-3.51594652530699,5.49572770257974,-4.75616984034969,0.00106291210014856,0.015720624807189,-0.772351401576062,"ENSMUST00000137811.8","ENSMUSG00000098274","Rpl24","Higher in WT"
"ENSMUST00000150810.8",5.33821659163034,-0.831382486143176,6.0241702032162,0.000204308756614711,0.00632948868223444,-0.780027063630437,"ENSMUST00000150810.8","ENSMUSG00000029177","Cenpa","Higher in 4x"
"ENSMUST00000131422.8",4.1747929784233,1.6793359544317,4.68536285369006,0.00117332708949027,0.0165740246843828,-0.78090741715142,"ENSMUST00000131422.8","ENSMUSG00000036875","Dna2","Higher in 4x"
"ENSMUST00000183471.2",4.63234731337176,1.06959988422494,4.97914396702726,0.000782352724106271,0.0135366946511772,-0.783443443549458,"ENSMUST00000183471.2","ENSMUSG00000055675","Kbtbd11","Higher in 4x"
"ENSMUST00000238129.2",4.20907352549866,2.15433642515916,4.57849552043066,0.00136395690081299,0.0179960086555139,-0.783599000536272,"ENSMUST00000238129.2","ENSMUSG00000024660","Incenp","Higher in 4x"
"ENSMUST00000146869.2",6.2275069855078,2.71031219425915,4.59740037331621,0.00132795090395334,0.017690321977584,-0.791959291010055,"ENSMUST00000146869.2","ENSMUSG00000025428","Atp5f1a","Higher in 4x"
"ENSMUST00000115006.2",6.7480283818942,0.497536292110889,6.06696613409897,0.000193989325255365,0.00617676540519789,-0.79570005467613,"ENSMUST00000115006.2","ENSMUSG00000046806","Cyren","Higher in 4x"
"ENSMUST00000241749.2",6.42941664553154,0.0283441236998482,6.04294182573506,0.000199710564582245,0.00624313655623505,-0.798404676263065,"ENSMUST00000241749.2",NA,NA,"Higher in 4x"
